ident,type,name,latitude_deg,longitude_deg,iso_country,municipality,longest_runway_ft,Amiri,A319_Amiri
CYXS,medium_airport,Prince George Airport,53.884311,-122.666554,CA,Prince George,11450.0,0,0
CYXT,medium_airport,Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009,CA,Terrace,7497.0,0,0
CYXU,medium_airport,London Airport,43.035599,-81.1539,CA,London,8800.0,0,0
CYXX,medium_airport,Abbotsford International Airport,49.025299,-122.361,CA,Abbotsford,9600.0,0,0
CYXY,medium_airport,Whitehorse / Erik Nielsen International Airport,60.709599,-135.067001,CA,Whitehorse,9497.0,0,0
CYXZ,medium_airport,Wawa Airport,47.96670150756836,-84.78669738769531,CA,Wawa,4429.0,0,0
CYYB,medium_airport,North Bay Jack Garland Airport,46.363602,-79.422798,CA,North Bay,10000.0,0,0
CYYC,large_airport,Calgary International Airport,51.118822,-114.009933,CA,Calgary,14000.0,1,0
CYYD,medium_airport,Smithers Airport,54.82469940185547,-127.18299865722656,CA,Smithers,5000.0,0,0
CYYE,medium_airport,Fort Nelson Airport,58.8363990784,-122.597000122,CA,Fort Nelson,6400.0,0,0
CYYF,medium_airport,Penticton Airport,49.46310043334961,-119.60199737548828,CA,Penticton,6000.0,0,0
CYYG,medium_airport,Charlottetown Airport,46.290000915527344,-63.12110137939453,CA,Charlottetown,7002.0,0,0
CYYJ,medium_airport,Victoria International Airport,48.647201,-123.427792,CA,Victoria,7000.0,0,0
CYYL,medium_airport,Lynn Lake Airport,56.86389923095703,-101.07599639892578,CA,Lynn Lake,5000.0,0,0
CYYN,medium_airport,Swift Current Airport,50.2919006348,-107.691001892,CA,Swift Current,4250.0,0,0
CYYQ,medium_airport,Churchill Airport,58.739200592041016,-94.06500244140624,CA,Churchill,9200.0,0,0
CYYR,medium_airport,Goose Bay Airport,53.3191986084,-60.4258003235,CA,Goose Bay,11046.0,0,0
CYYT,large_airport,St. John's International Airport,47.618599,-52.7519,CA,St. John's,8502.0,0,0
CYYU,medium_airport,Kapuskasing Airport,49.411587,-82.469645,CA,Kapuskasing,5500.0,0,0
CYYW,medium_airport,Armstrong Airport,50.29029846191406,-88.90969848632812,CA,Armstrong,4000.0,0,0
CYYY,medium_airport,Mont Joli Airport,48.60860061645508,-68.20809936523438,CA,Mont-Joli,6000.0,0,0
CYYZ,large_airport,Toronto Lester B. Pearson International Airport,43.6772,-79.6306,CA,Toronto,11120.0,1,0
CYZE,medium_airport,Gore Bay Manitoulin Airport,45.8853,-82.567802,CA,Gore Bay,5500.0,0,0
CYZF,medium_airport,Yellowknife International Airport,62.462799,-114.440002,CA,Yellowknife,7500.0,0,0
CYZH,medium_airport,Slave Lake Airport,55.292945,-114.777276,CA,Slave Lake,5561.0,0,0
CYZP,medium_airport,Sandspit Airport,53.25429916379999,-131.813995361,CA,Sandspit,5120.0,0,0
CYZR,medium_airport,Chris Hadfield Airport,42.999401,-82.308899,CA,Sarnia,5100.0,0,0
CYZS,medium_airport,Coral Harbour Airport,64.1932983398,-83.3593978882,CA,Coral Harbour,5000.0,0,0
CYZT,medium_airport,Port Hardy Airport,50.68059921264648,-127.36699676513672,CA,Port Hardy,5000.0,0,0
CYZU,medium_airport,Whitecourt Airport,54.143902,-115.787003,CA,Whitecourt,5800.0,0,0
CYZV,medium_airport,Sept-Îles Airport,50.22330093383789,-66.2656021118164,CA,Sept-Îles,6552.0,0,0
CYZW,medium_airport,Teslin Airport,60.17279815673828,-132.7429962158203,CA,Teslin,5028.0,0,0
CYZX,medium_airport,CFB Greenwood,44.98440170288086,-64.91690063476562,CA,Greenwood,8000.0,0,0
CYZY,medium_airport,Mackenzie Airport,55.297786,-123.133907,CA,Mackenzie,5033.0,0,0
CZAM,medium_airport,Shuswap Regional Airport,50.682802,-119.228996,CA,Salmon Arm,4260.0,0,0
CZBB,medium_airport,Boundary Bay Airport,49.0742,-123.012001,CA,Delta,5606.0,0,0
CZBF,medium_airport,Bathurst Airport,47.6297,-65.738899,CA,South Tetagouche,5613.0,0,0
CZBM,medium_airport,Bromont (Roland Désourdy) Airport,45.290798,-72.741402,CA,Bromont,5000.0,0,0
CZEE,medium_airport,Kelsey Airport,56.0374984741,-96.5096969604,CA,Kelsey,2590.0,0,0
CZFA,medium_airport,Faro Airport,62.20750045776367,-133.37600708007812,CA,Faro,4000.0,0,0
CZGF,medium_airport,Grand Forks Airport,49.015598,-118.431,CA,Grand Forks,4300.0,0,0
CZJG,medium_airport,Jenpeg Airport,54.51890182495117,-98.0460968017578,CA,Jenpeg,3800.0,0,0
CZJN,medium_airport,Swan River Airport,52.120602,-101.236,CA,Swan River,3933.0,0,0
CZLQ,medium_airport,Thicket Portage Airport,55.31890106201172,-97.70780181884766,CA,Thicket Portage,2220.0,0,0
CZMN,medium_airport,Pikwitonei Airport,55.58890151977539,-97.16419982910156,CA,Pikwitonei,2200.0,0,0
CZMT,medium_airport,Masset Airport,54.0275,-132.125,CA,Masset,5000.0,0,0
CZPC,medium_airport,Pincher Creek Airport,49.520429,-113.997002,CA,Pincher Creek,6600.0,0,0
CZSJ,medium_airport,Sandy Lake Airport,53.06420135498047,-93.34439849853516,CA,Sandy Lake,3500.0,0,0
CZST,medium_airport,Stewart Airport,55.935410448,-129.982434511,CA,Stewart,3900.0,0,0
CZUC,medium_airport,Ignace Municipal Airport,49.428204,-91.720418,CA,Ignace,3512.0,0,0
DAAB,medium_airport,Blida Airport,36.503601,2.81417,DZ,Blida,5833.0,0,0
DAAD,medium_airport,Bou Saada Airport,35.3325,4.20639,DZ,Ouled Sidi Brahim,7218.0,0,0
DAAE,medium_airport,Soummam–Abane Ramdane Airport,36.711952,5.069804,DZ,Béjaïa,7874.0,0,0
DAAG,large_airport,Houari Boumediene Airport,36.693886,3.214531,DZ,Algiers,11483.0,1,1
DAAJ,medium_airport,Djanet Inedbirene Airport,24.292801,9.45244,DZ,Djanet,9843.0,0,0
DAAK,medium_airport,Boufarik Air Base,36.545799,2.87611,DZ,Boufarik,11883.0,0,0
DAAP,medium_airport,Illizi Takhamalt Airport,26.723499,8.62265,DZ,Illizi,9843.0,0,0
DAAS,medium_airport,Ain Arnat Airport,36.178100585900005,5.32449007034,DZ,Sétif,9498.0,0,0
DAAT,medium_airport,Aguenar – Hadj Bey Akhamok Airport,22.811501,5.45108,DZ,Tamanrasset,11811.0,0,0
DAAV,medium_airport,Jijel Ferhat Abbas Airport,36.795101,5.87361,DZ,Tahir,7874.0,0,0
DAAY,medium_airport,Mecheria Airport,33.535900116,-0.242353007197,DZ,Mecheria,11780.0,0,0
DAAZ,medium_airport,Relizane Airport,35.752955,0.625877,DZ,Relizane,4265.0,0,0
DABB,medium_airport,Annaba Rabah Bitat Airport,36.826781,7.81334,DZ,Annaba,9843.0,0,0
DABC,medium_airport,Mohamed Boudiaf International Airport,36.2760009765625,6.620389938354492,DZ,Constantine,9843.0,0,0
DABS,medium_airport,Cheikh Larbi Tébessi Airport,35.4315986633,8.12071990967,DZ,Tébessi,9843.0,0,0
DABT,medium_airport,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,DZ,Batna,9843.0,0,0
DAFH,medium_airport,Hassi R'Mel Airport,32.930401,3.31154,DZ,Hassi R'Mel,9835.0,0,0
DAOB,medium_airport,Abdelhafid Boussouf Bou Chekif Airport,35.341099,1.46315,DZ,Tiaret,9843.0,0,0
DAOF,medium_airport,Tindouf Airport,27.7003993988,-8.167099952700001,DZ,Tindouf,9840.0,0,0
DAOI,medium_airport,Chlef Aboubakr Belkaid International Airport,36.217166,1.342237,DZ,Chlef,8793.0,0,0
DAOL,medium_airport,Oran Tafraoui Airport,35.5424,-0.532278,DZ,Tafraoui,9037.0,0,0
DAON,medium_airport,Zenata – Messali El Hadj Airport,35.013426,-1.457191,DZ,Zenata,8530.0,0,0
DAOO,medium_airport,Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.623901,-0.621183,DZ,Es-Sénia,11811.0,0,0
DAOR,medium_airport,Béchar Boudghene Ben Ali Lotfi Airport,31.64570045471192,-2.269860029220581,DZ,Béchar,12245.0,0,0
DAOV,medium_airport,Ghriss Airport,35.207699,0.147142,DZ,Ghriss,5577.0,0,0
DAUA,medium_airport,Touat Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,DZ,Adrar,9843.0,0,0
DAUB,medium_airport,Biskra - Mohamed Khider Airport,34.793301,5.73823,DZ,Biskra,9469.0,0,0
DAUE,medium_airport,El Golea Airport,30.580732,2.861595,DZ,El Menia,9843.0,0,0
DAUG,medium_airport,Noumérat - Moufdi Zakaria Airport,32.384102,3.79411,DZ,El Atteuf,10171.0,0,0
DAUH,medium_airport,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044,DZ,Hassi Messaoud,9843.0,0,0
DAUI,medium_airport,In Salah Airport,27.250999,2.51202,DZ,In Salah,9843.0,0,0
DAUK,medium_airport,Touggourt Sidi Madhi Airport,33.067799,6.08867,DZ,Touggourt,9843.0,0,0
DAUL,medium_airport,Laghouat - Molay Ahmed Medeghri Airport,33.7644,2.92834,DZ,Laghouat,12486.0,0,0
DAUO,medium_airport,Guemar Airport - مطار قمار بالوادي,33.511398,6.77679,DZ,Guemar,9843.0,0,0
DAUT,medium_airport,Timimoun Airport,29.237101,0.276033,DZ,Timimoun,9843.0,0,0
DAUU,medium_airport,Ain Beida Airport,31.9172,5.41278,DZ,Ouargla,10171.0,0,0
DAUZ,medium_airport,Zarzaitine - In Aménas Airport,28.0515,9.64291,DZ,In Aménas,9843.0,0,0
DBBB,medium_airport,Cadjehoun Airport,6.357230186462402,2.384350061416626,BJ,Cotonou,7874.0,0,0
DFFD,medium_airport,Ouagadougou Airport,12.3532,-1.51242,BF,Ouagadougou,9843.0,0,0
DFOO,medium_airport,Bobo Dioulasso Airport,11.160099983215332,-4.33096981048584,BF,Bobo Dioulasso,10826.0,0,0
DGAA,large_airport,Kotoka International Airport,5.605189800262451,-0.1667860001325607,GH,Accra,11165.0,1,1
DGAH,medium_airport,Ho Airport,6.579691,0.532547,GH,Ho,5266.0,0,0
DGLE,medium_airport,Tamale Airport,9.55718994140625,-0.8632140159606934,GH,Tamale,7999.0,0,0
DGSI,medium_airport,Kumasi Airport,6.714560031890869,-1.5908199548721311,GH,Kumasi,6502.0,0,0
DGSN,medium_airport,Sunyani Airport,7.36183,-2.32876,GH,Sunyani,4227.0,0,0
DGTK,medium_airport,Takoradi Airport,4.896059989929199,-1.7747600078582764,GH,Sekondi-Takoradi,5745.0,0,0
DIAP,medium_airport,Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,CI,Abidjan,9843.0,0,0
DIBK,medium_airport,Bouaké Airport,7.7388,-5.07367,CI,Bouaké,10827.0,0,0
DIDL,medium_airport,Daloa Airport,6.79281,-6.47319,CI,,6562.0,0,0
DIKO,medium_airport,Korhogo Airport,9.38718,-5.55666,CI,Korhogo,6890.0,0,0
DIMN,medium_airport,Man Airport,7.27207,-7.58736,CI,,6726.0,0,0
DISP,medium_airport,San Pedro Airport,4.74672,-6.66082,CI,,6234.0,0,0
DIYO,medium_airport,Yamoussoukro Airport,6.9031701088,-5.36558008194,CI,Yamoussoukro,9843.0,0,0
DNAA,large_airport,Nnamdi Azikiwe International Airport,9.00679,7.26317,NG,Abuja,11842.0,1,1
DNAI,medium_airport,Akwa Ibom International Airport,4.8725,8.093,NG,Uyo,11811.0,0,0
DNAK,medium_airport,Akure Airport,7.246739864349365,5.3010101318359375,NG,Akure,9195.0,0,0
DNAS,medium_airport,Asaba International Airport,6.204167,6.665278,NG,Asaba,11155.0,0,0
DNBC,medium_airport,Sir Abubakar Tafawa Balewa International Airport,10.482833,9.744,NG,Bauchi,11154.0,0,0
DNBE,medium_airport,Benin Airport,6.316979885101318,5.599500179290772,NG,Benin,7870.0,0,0
DNBY,medium_airport,Bayelsa International Airport,4.95759,6.203327,NG,Yenagoa,12139.0,0,0
DNCA,medium_airport,Margaret Ekpo International Airport,4.976019859313965,8.347200393676758,NG,Calabar,8040.0,0,0
DNEN,medium_airport,Akanu Ibiam International Airport,6.474269866943359,7.561960220336914,NG,Enegu,7879.0,0,0
DNGO,medium_airport,Gombe Lawanti International Airport,10.298889,10.9,NG,Gombe,10827.0,0,0
DNGU,medium_airport,Gusau Airport,12.17286,6.696136,NG,Gusau,4800.0,0,0
DNIB,medium_airport,Ibadan Airport,7.362460136413574,3.97832989692688,NG,Ibadan,7875.0,0,0
DNIL,medium_airport,Ilorin International Airport,8.440210342407227,4.493919849395752,NG,Ilorin,10169.0,0,0
DNIM,medium_airport,Sam Mbakwe International Airport,5.427060127258301,7.206029891967773,NG,Owerri,8858.0,0,0
DNJO,medium_airport,Yakubu Gowon Airport,9.639829635620115,8.869050025939941,NG,Jos,9845.0,0,0
DNKA,medium_airport,Kaduna Airport,10.696000099182127,7.320109844207764,NG,Kaduna,9843.0,0,0
DNKN,medium_airport,Mallam Aminu International Airport,12.0476,8.52462,NG,Kano,10831.0,0,0
DNMA,medium_airport,Maiduguri International Airport,11.855299949645996,13.080900192260742,NG,Maiduguri,9846.0,0,0
DNMK,medium_airport,Makurdi Airport,7.70388,8.61394,NG,Makurdi,9830.0,0,0
DNMM,large_airport,Murtala Muhammed International Airport,6.57737,3.32116,NG,Lagos,12794.0,1,1
DNMN,medium_airport,Minna Airport,9.652170181274414,6.462259769439697,NG,Minna,11153.0,0,0
DNPO,medium_airport,Port Harcourt International Airport,5.0154900550842285,6.94959020614624,NG,Port Harcourt,9846.0,0,0
DNSO,medium_airport,Sadiq Abubakar III International Airport,12.916299819946287,5.207190036773682,NG,Sokoto,9844.0,0,0
DNSU,medium_airport,Warri Airport,5.59821,5.8187,NG,Okpe,6868.0,0,0
DNYO,medium_airport,Yola Airport,9.257550239562988,12.430399894714355,NG,Yola,9840.0,0,0
DNZA,medium_airport,Zaria Airport,11.1302,7.68581,NG,Zaria,5462.0,0,0
DRRM,medium_airport,Maradi Airport,13.5025,7.12675,NE,Maradi,6070.0,0,0
DRRN,large_airport,Diori Hamani International Airport,13.4815,2.18361,NE,Niamey,10499.0,1,1
DRRT,medium_airport,Tahoua Airport,14.8757,5.26536,NE,Tahoua,7053.0,0,0
DRZA,medium_airport,Mano Dayak International Airport,16.965999603271484,8.000109672546387,NE,Agadez,9843.0,0,0
DRZR,medium_airport,Zinder Airport,13.779000282287598,8.983759880065918,NE,Zinder,5988.0,0,0
DTKA,medium_airport,Tabarka-Aïn Draham International Airport,36.98,8.87694,TN,Tabarka,9416.0,0,0
DTMB,medium_airport,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125,TN,Monastir,9678.0,0,0
DTNH,medium_airport,Enfidha - Hammamet International Airport,36.075833,10.438611,TN,Enfidha,10827.0,0,0
DTTA,large_airport,Tunis Carthage International Airport,36.851002,10.2272,TN,Tunis,10499.0,1,1
DTTB,medium_airport,Bizerte Sidi Ahmed Air Base,37.242356,9.787016,TN,Borj Challouf,9845.0,0,0
DTTD,medium_airport,Remada Air Base,32.306198,10.3821,TN,Remada,7812.0,0,0
DTTF,medium_airport,Gafsa Ksar International Airport,34.422000885009766,8.822500228881836,TN,Gafsa,9514.0,0,0
DTTG,medium_airport,Gabès Matmata International Airport,33.733691,9.91941,TN,Gabès,3702.0,0,0
DTTJ,medium_airport,Djerba Zarzis International Airport,33.875,10.7755,TN,Mellita,10171.0,0,0
DTTR,medium_airport,El Borma Airport,31.7043,9.25462,TN,El Borma,8858.0,0,0
DTTX,medium_airport,Sfax Thyna International Airport,34.71799850463867,10.690999984741213,TN,Sfax,9843.0,0,0
DTTZ,medium_airport,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293,TN,Tozeur,10581.0,0,0
DXNG,medium_airport,Niamtougou International Airport,9.767330169677734,1.091249942779541,TG,Niamtougou,8202.0,0,0
DXXX,medium_airport,Lomé–Tokoin International Airport,6.16561,1.25451,TG,Lomé,9847.0,0,0
EBAW,medium_airport,Antwerp International Airport (Deurne),51.190667,4.463153,BE,Antwerp,4954.0,0,0
EBBE,medium_airport,Beauvechain Air Base,50.758598,4.76833,BE,Beauvechain,10085.0,0,0
EBBL,medium_airport,Kleine Brogel Air Base,51.168301,5.47,BE,Kleine Brogel,10158.0,0,0
EBBR,large_airport,Brussels Airport,50.901402,4.48444,BE,Zaventem,11936.0,1,1
EBCI,medium_airport,Brussels South Charleroi Airport,50.460982,4.457158,BE,Charleroi,10023.0,0,0
EBCV,medium_airport,Chièvres Air Base,50.575801849365234,3.8310000896453857,BE,Chièvres,8197.0,0,0
EBFN,medium_airport,Koksijde Air Base,51.090302,2.65278,BE,Koksijde,8786.0,0,0
EBFS,medium_airport,Florennes Air Base,50.2433013916,4.64583015442,BE,Florennes,11105.0,0,0
EBKT,medium_airport,Flanders International Airport Kortrijk-Wevelgem,50.818878,3.209551,BE,Wevelgem,6234.0,0,0
EBLG,medium_airport,Liège Airport,50.638574,5.443897,BE,Grâce-Hollogne,12106.0,0,0
EBOS,medium_airport,Oostende-Brugge International Airport,51.1998,2.874673,BE,Oostende,10499.0,0,0
EDAC,medium_airport,Leipzig–Altenburg Airport,50.981945,12.506389,DE,Nobitz,7333.0,0,0
EDAH,medium_airport,Heringsdorf Airport,53.8787,14.1523,DE,Zirchow,7562.0,0,0
EDBN,medium_airport,Neubrandenburg Trollenhagen Airport,53.6022,13.306,DE,Trollenhagen,7522.0,0,0
EDBR,medium_airport,Rothenburg/Görlitz Airfield,51.363335,14.95,DE,Rothenburg/Oberlausitz,8202.0,0,0
EDDB,large_airport,Berlin Brandenburg Airport,52.362247,13.500672,DE,Berlin,13123.0,1,1
EDDC,medium_airport,Dresden Airport,51.134123,13.767831,DE,Dresden,9350.0,0,0
EDDE,medium_airport,Erfurt-Weimar Airport,50.979801,10.9581,DE,Erfurt,8530.0,0,0
EDDF,large_airport,Frankfurt Airport,50.030241,8.561096,DE,Frankfurt am Main,13123.0,1,1
EDDG,medium_airport,Münster Osnabrück Airport,52.134602,7.68483,DE,Greven,7119.0,0,0
EDDH,large_airport,Hamburg Helmut Schmidt Airport,53.630402,9.98823,DE,Hamburg,12028.0,1,1
EDDK,large_airport,Cologne Bonn Airport,50.865898,7.14274,DE,Köln (Cologne),12516.0,1,1
EDDL,large_airport,Düsseldorf Airport,51.289501,6.76678,DE,Düsseldorf,9842.0,0,1
EDDM,large_airport,Munich Airport,48.353802,11.7861,DE,Munich,13123.0,1,1
EDDN,large_airport,Nuremberg Airport,49.498699,11.078056,DE,Nuremberg,8858.0,0,1
EDDP,large_airport,Leipzig/Halle Airport,51.420657,12.232705,DE,Schkeuditz,11811.0,1,1
EDDR,medium_airport,Saarbrücken Airport,49.2145996094,7.10950994492,DE,Saarbrücken,6562.0,0,0
EDDS,large_airport,Stuttgart Airport,48.689899,9.22196,DE,Stuttgart,10974.0,1,1
EDDV,large_airport,Hannover Airport,52.461102,9.68508,DE,Hannover,10499.0,1,1
EDDW,medium_airport,Bremen Airport,53.046786,8.78932,DE,Bremen,8642.0,0,0
EDFE,medium_airport,Frankfurt-Egelsbach Airport,49.96,8.643043,DE,Egelsbach,4593.0,0,0
EDFH,medium_airport,Frankfurt-Hahn Airport,49.9487,7.26389,DE,Frankfurt am Main (Lautzenhausen),12467.0,0,0
EDFM,medium_airport,Mannheim-City Airport,49.473057,8.514167,DE,Mannheim,3497.0,0,0
EDFZ,medium_airport,Mainz-Finthen Airfield,49.967499,8.147222,DE,Mainz,3281.0,0,0
EDGE,medium_airport,Eisenach-Kindel Airport,50.991604,10.47973,DE,Hörselberg-Hainich,5643.0,0,0
EDGS,medium_airport,Siegerland Airport,50.707699,8.08297,DE,Burbach,5315.0,0,0
EDHI,medium_airport,Hamburg-Finkenwerder Airport,53.5352783203125,9.835556030273438,DE,Hamburg,8629.0,0,0
EDHK,medium_airport,Kiel-Holtenau Airport,54.37957,10.145266,DE,Kiel,4134.0,0,0
EDHL,medium_airport,Lübeck Blankensee Airport,53.805401,10.7192,DE,Lübeck,6896.0,0,0
EDJA,medium_airport,Memmingen Allgau Airport,47.9888000488,10.2395000458,DE,Memmingen,8629.0,0,0
EDLN,medium_airport,Mönchengladbach Airport,51.230278,6.504444,DE,Mönchengladbach,3937.0,0,0
EDLP,medium_airport,Paderborn Lippstadt Airport,51.614101,8.61632,DE,Büren,7152.0,0,0
EDLV,medium_airport,Weeze Airport,51.6024017334,6.14216995239,DE,Weeze,8005.0,0,0
EDLW,medium_airport,Dortmund Airport,51.518299,7.61224,DE,Dortmund,6562.0,0,0
EDMA,medium_airport,Augsburg Airport,48.425278,10.931667,DE,Augsburg,5230.0,0,0
EDMO,medium_airport,Oberpfaffenhofen Airport,48.081402,11.2831,DE,Weßling,7500.0,0,0
EDNY,medium_airport,Friedrichshafen Airport,47.671299,9.51149,DE,Friedrichshafen,7729.0,0,0
EDQA,medium_airport,Bamberg-Breitenau Airfield,49.920403,10.914233,DE,Bamberg,4111.0,0,0
EDQD,medium_airport,Bayreuth Airport,49.985001,11.64,DE,Bindlach,3550.0,0,0
EDQM,medium_airport,Hof-Plauen Airport,50.288544,11.852876,DE,Hof,4856.0,0,0
EDSB,medium_airport,Karlsruhe Baden-Baden Airport,48.7794,8.0805,DE,Rheinmünster,9787.0,0,0
EDTD,medium_airport,Donaueschingen-Villingen Airfield,47.973331,8.522222,DE,Donaueschingen,4232.0,0,0
EDTL,medium_airport,Lahr Airport,48.369301,7.82772,DE,Lahr/Schwarzwald,9842.0,0,0
EDTM,medium_airport,Mengen-Hohentengen Airfield,48.05389,9.372778,DE,Mengen,5138.0,0,0
EDTY,medium_airport,Adolf Würth Airport,49.118332,9.783889,DE,Schwäbisch Hall,5053.0,0,0
EDVE,medium_airport,Braunschweig-Wolfsburg Airport,52.319199,10.5561,DE,Braunschweig,7546.0,0,0
EDVK,medium_airport,Kassel Airport,51.420699,9.392152,DE,Calden,8202.0,0,0
EDXW,medium_airport,Westerland Sylt Airport,54.9132,8.34047,DE,Sylt,6955.0,0,0
EEEI,medium_airport,Ämari Air Base,59.259599,24.204799,EE,Keila,6562.0,0,0
EEKA,medium_airport,Kärdla Airport,58.99079895019531,22.830699920654297,EE,Kärdla,4987.0,0,0
EEKE,medium_airport,Kuressaare Airport,58.22990036010742,22.50950050354004,EE,Kuressaare,4980.0,0,0
EEPU,medium_airport,Pärnu Airport,58.41899871826172,24.47279930114746,EE,Pärnu,6463.0,0,0
EES,medium_airport,Berenice International Airport / Banas Cape Air Base,23.980437,35.460277,EG,Berenice Troglodytica,9930.0,0,0
EETN,large_airport,Lennart Meri Tallinn Airport,59.413246,24.83264,EE,Tallinn,11417.0,1,1
EETU,medium_airport,Tartu Airport,58.307438,26.686473,EE,Reola,5905.0,0,0
EFET,medium_airport,Enontekio Airport,68.362602233887,23.424299240112,FI,Enontekio,6565.0,0,0
EFHA,medium_airport,Halli Airport,61.856039,24.786686,FI,Jämsä,8533.0,0,0
EFHK,large_airport,Helsinki Vantaa Airport,60.318363,24.963341,FI,Helsinki (Vantaa),11286.0,1,1
EFIT,medium_airport,Kitee Airport,62.1661,30.073601,FI,Kitee,4921.0,0,0
EFIV,medium_airport,Ivalo Airport,68.607299804688,27.405300140381,FI,Ivalo,8199.0,0,0
EFJO,medium_airport,Joensuu Airport,62.658815,29.619398,FI,Joensuu,8202.0,0,0
EFJY,medium_airport,Jyväskylä Airport,62.399502,25.678301,FI,Jyväskylän Maalaiskunta,8533.0,0,0
EFKA,medium_airport,Kauhava Airfield,63.127102,23.051399,FI,Kauhava,8858.0,0,0
EFKE,medium_airport,Kemi-Tornio Airport,65.778701782227,24.582099914551,FI,Kemi / Tornio,8212.0,0,0
EFKI,medium_airport,Kajaani Airport,64.2855,27.6924,FI,Kajaani,8199.0,0,0
EFKJ,medium_airport,Kauhajoki Airfield,62.463212,22.390817,FI,Kauhajoki,3806.0,0,0
EFKK,medium_airport,Kokkola-Pietarsaari Airport,63.721199,23.143101,FI,Kokkola / Kruunupyy,8202.0,0,0
EFKS,medium_airport,Kuusamo Airport,65.987602,29.239401,FI,Kuusamo,8202.0,0,0
